Link Speed,Ip Address,Longitude,Latitude,Altitude,Street,City,State And Zip,Country
240,576921516,-118.2391544,34.0480179,45.5,138 S Central Ave, Los Angeles, CA 90012, USA
243,576921516,-118.2391466,34.0480063,45.5,138 S Central Ave, Los Angeles, CA 90012, USA
243,576921516,-118.23917323,34.04796296,48.32879638671875,192 S Central Ave, Los Angeles, CA 90012, USA
243,576921516,-118.23916958,34.04797145,46.42376708984375,192 S Central Ave, Los Angeles, CA 90012, USA
243,576921516,-118.2391596,34.048009,45.5,138 S Central Ave, Los Angeles, CA 90012, USA
243,576921516,-118.23915304,34.04797815,24.56097412109375,192 S Central Ave, Los Angeles, CA 90012, USA
243,576921516,-118.23913565,34.04796398,19.69110107421875,138 S Central Ave, Los Angeles, CA 90012, USA
243,576921516,-118.23914132,34.04794507,19.44989013671875,192 S Central Ave, Los Angeles, CA 90012, USA
243,576921516,-118.23913966,34.04793499,21.3585205078125,138 S Central Ave, Los Angeles, CA 90012, USA
243,576921516,-118.23914977,34.04791379,26.55596923828125,192 S Central Ave, Los Angeles, CA 90012, USA
243,576921516,-118.23915004,34.047904,25.25006103515625,144 S Central Ave, Los Angeles, CA 90012, USA
243,576921516,-118.23916616,34.04789888,28.54071044921875,144 S Central Ave, Los Angeles, CA 90012, USA
240,576921516,-118.23917483,34.04790483,27.485595703125,192 S Central Ave, Los Angeles, CA 90012, USA
240,576921516,-118.23918388,34.04789378,30.51812744140625,144 S Central Ave, Los Angeles, CA 90012, USA
240,576921516,-118.23922354,34.04788995,35.17742919921875,144 S Central Ave, Los Angeles, CA 90012, USA
240,576921516,-118.23928246,34.04790222,42.96697998046875,144 S Central Ave, Los Angeles, CA 90012, USA
240,576921516,-118.23929286,34.0479227,47.9913330078125,138 S Central Ave, Los Angeles, CA 90012, USA
240,576921516,-118.23933214,34.04795696,44.31292724609375,181 S Central Ave, Los Angeles, CA 90012, USA
240,576921516,-118.23935905,34.04796087,51.03375244140625,181 S Central Ave, Los Angeles, CA 90012, USA
240,576921516,-118.23937705,34.04796868,58.748291015625,181 S Central Ave, Los Angeles, CA 90012, USA
240,576921516,-118.23940136,34.04797842,61.0687255859375,181 S Central Ave, Los Angeles, CA 90012, USA
240,576921516,-118.2393399,34.0479523,0.0,181 S Central Ave, Los Angeles, CA 90012, USA
240,576921516,-118.23939655,34.04795932,64.7357177734375,181 S Central Ave, Los Angeles, CA 90012, USA
180,576921516,-118.23938393,34.0479461,65.8218994140625,181 S Central Ave, Los Angeles, CA 90012, USA
180,576921516,-118.23936608,34.04793113,64.925537109375,181 S Central Ave, Los Angeles, CA 90012, USA
240,576921516,-118.23934906,34.04791985,62.6641845703125,181 S Central Ave, Los Angeles, CA 90012, USA
180,576921516,-118.23933872,34.04791281,61.71929931640625,181 S Central Ave, Los Angeles, CA 90012, USA
180,576921516,-118.23932161,34.04790817,60.33428955078125,138 S Central Ave, Los Angeles, CA 90012, USA
180,576921516,-118.23930979,34.04790732,58.6871337890625,138 S Central Ave, Los Angeles, CA 90012, USA
180,576921516,-118.23929678,34.04790752,58.255859375,144 S Central Ave, Los Angeles, CA 90012, USA
180,576921516,-118.23928868,34.0479173,58.07513427734375,138 S Central Ave, Los Angeles, CA 90012, USA
180,576921516,-118.23928545,34.04793126,57.627685546875,138 S Central Ave, Los Angeles, CA 90012, USA
180,576921516,-118.23927725,34.04794751,57.51708984375,138 S Central Ave, Los Angeles, CA 90012, USA
81,576921516,-118.23927035,34.04796127,57.3258056640625,138 S Central Ave, Los Angeles, CA 90012, USA
81,576921516,-118.23926749,34.04797329,57.57861328125,138 S Central Ave, Los Angeles, CA 90012, USA
90,576921516,-118.2394673,34.0482382,45.5,131 S Central Ave, Los Angeles, CA 90012, USA
90,576921516,-118.23926354,34.04798438,57.9666748046875,138 S Central Ave, Los Angeles, CA 90012, USA
90,576921516,-118.23925825,34.04799507,58.21112060546875,138 S Central Ave, Los Angeles, CA 90012, USA
90,576921516,-118.23925391,34.04800616,58.2606201171875,138 S Central Ave, Los Angeles, CA 90012, USA
81,576921516,-118.23924707,34.04801522,57.2879638671875,138 S Central Ave, Los Angeles, CA 90012, USA
90,576921516,-118.23923707,34.04802852,56.3564453125,138 S Central Ave, Los Angeles, CA 90012, USA
81,576921516,-118.23922986,34.04803534,56.635498046875,138 S Central Ave, Los Angeles, CA 90012, USA
81,576921516,-118.23922468,34.04804644,56.125,138 S Central Ave, Los Angeles, CA 90012, USA
81,576921516,-118.23921297,34.04805039,55.19317626953125,138 S Central Ave, Los Angeles, CA 90012, USA
81,576921516,-118.23921534,34.04803984,54.642333984375,138 S Central Ave, Los Angeles, CA 90012, USA
81,576921516,-118.23921863,34.04802789,53.86395263671875,138 S Central Ave, Los Angeles, CA 90012, USA
81,576921516,-118.2393839,34.0479806,45.69999694824219,181 S Central Ave, Los Angeles, CA 90012, USA
90,576921516,-118.23922445,34.04801608,54.03515625,138 S Central Ave, Los Angeles, CA 90012, USA
90,576921516,-118.23922283,34.04800384,53.76190185546875,138 S Central Ave, Los Angeles, CA 90012, USA
90,576921516,-118.23922061,34.04799431,53.81085205078125,138 S Central Ave, Los Angeles, CA 90012, USA
90,576921516,-118.23921796,34.04797698,54.1778564453125,138 S Central Ave, Los Angeles, CA 90012, USA
81,576921516,-118.23921706,34.04796799,53.8382568359375,138 S Central Ave, Los Angeles, CA 90012, USA
81,576921516,-118.23921233,34.04795977,53.94268798828125,192 S Central Ave, Los Angeles, CA 90012, USA
81,576921516,-118.2391885,34.04795896,52.19482421875,192 S Central Ave, Los Angeles, CA 90012, USA
81,576921516,-118.23917413,34.0479611,51.8895263671875,NaN
243,576921516,-118.23915856,34.04796212,51.54608154296875,192 S Central Ave, Los Angeles, CA 90012, USA
243,576921516,-118.23914488,34.04796287,51.44696044921875,192 S Central Ave, Los Angeles, CA 90012, USA
243,576921516,-118.23913403,34.04796433,50.782958984375,138 S Central Ave, Los Angeles, CA 90012, USA
26,576921516,-118.23911585,34.04796745,50.59173583984375,138 S Central Ave, Los Angeles, CA 90012, USA
26,576921516,-118.23910698,34.04798248,50.25140380859375,138 S Central Ave, Los Angeles, CA 90012, USA
26,576921516,-118.23909323,34.0479909,48.22418212890625,138 S Central Ave, Los Angeles, CA 90012, USA
26,576921516,-118.2393124,34.0478754,45.5,144 S Central Ave, Los Angeles, CA 90012, USA
26,576921516,-118.23908377,34.04799819,47.8583984375,138 S Central Ave, Los Angeles, CA 90012, USA
30,576921516,-118.23910506,34.04800003,46.37408447265625,138 S Central Ave, Los Angeles, CA 90012, USA
30,576921516,-118.23912876,34.0480037,45.19464111328125,138 S Central Ave, Los Angeles, CA 90012, USA
30,576921516,-118.23913424,34.04801527,43.97235107421875,138 S Central Ave, Los Angeles, CA 90012, USA
30,576921516,-118.23913312,34.04803163,43.69610595703125,138 S Central Ave, Los Angeles, CA 90012, USA
27,576921516,-118.23913505,34.04804996,43.16717529296875,138 S Central Ave, Los Angeles, CA 90012, USA
27,576921516,-118.23914342,34.04806374,41.2213134765625,138 S Central Ave, Los Angeles, CA 90012, USA
27,576921516,-118.23914575,34.04807349,41.19921875,138 S Central Ave, Los Angeles, CA 90012, USA
30,576921516,-118.23914446,34.04808774,41.1214599609375,138 S Central Ave, Los Angeles, CA 90012, USA
30,576921516,-118.23914481,34.04809987,41.2752685546875,138 S Central Ave, Los Angeles, CA 90012, USA
30,576921516,-118.2391725,34.0480101,45.5,138 S Central Ave, Los Angeles, CA 90012, USA
30,576921516,-118.23912695,34.04810676,40.7581787109375,136 S Central Ave, Los Angeles, CA 90012, USA
27,576921516,-118.23912073,34.04799062,44.0023193359375,138 S Central Ave, Los Angeles, CA 90012, USA
27,576921516,-118.23911289,34.04797658,43.9251708984375,138 S Central Ave, Los Angeles, CA 90012, USA
27,576921516,-118.23911273,34.04796617,44.0025634765625,138 S Central Ave, Los Angeles, CA 90012, USA
30,576921516,-118.2391483,34.0480135,45.5,138 S Central Ave, Los Angeles, CA 90012, USA
30,576921516,-118.23911748,34.04796618,44.3421630859375,138 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.2391504,34.0480123,45.5,138 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23897838,34.04798729,67.52032470703125,138 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23900626,34.04771053,66.37298583984375,144 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23891962,34.04767644,63.40838623046875,144 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23894593,34.04743755,55.4454345703125,400e E 2nd St, Los Angeles, CA 90012, USA
150,576921516,-118.23886061,34.04737824,54.54901123046875,442 E 2nd St, Los Angeles, CA 90012, USA
150,576921516,-118.23905425,34.04754537,42.47540283203125,400e E 2nd St, Los Angeles, CA 90012, USA
150,576921516,-118.23902753,34.04756741,38.20806884765625,400e E 2nd St, Los Angeles, CA 90012, USA
150,576921516,-118.23902797,34.04754857,41.23199462890625,400e E 2nd St, Los Angeles, CA 90012, USA
150,576921516,-118.23910458,34.04764594,39.24761962890625,144 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23909293,34.04767023,41.23193359375,144 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23907973,34.0477049,45.304443359375,144 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23909157,34.04774072,42.4766845703125,144 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23909682,34.047775,41.106201171875,144 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.239147,34.0479992,45.5,138 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23909244,34.04780371,38.91015625,144 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23909045,34.04781695,36.530517578125,144 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23907767,34.04782937,37.6094970703125,144 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23905213,34.04784557,38.79766845703125,144 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23904098,34.04785376,36.59478759765625,144 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23902767,34.04787796,37.14129638671875,144 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23901465,34.04789097,36.14117431640625,144 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23900899,34.04788035,37.65478515625,144 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23902146,34.04787586,37.046142578125,144 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23902443,34.04788636,37.3048095703125,144 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.239045,34.0478807,36.92950439453125,144 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23905941,34.04787553,39.5789794921875,144 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23907586,34.04786821,41.3646240234375,144 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.2392539,34.0480596,45.69999694824219,191 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23909329,34.04786902,42.60076904296875,144 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23911208,34.04787563,43.15228271484375,144 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23913185,34.04788314,46.60101318359375,144 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23919607,34.04792037,43.16949462890625,144 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23922789,34.04794281,41.972412109375,192 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23924843,34.04796145,41.008544921875,138 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23926427,34.04797009,42.46478271484375,138 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23928011,34.04798076,42.2591552734375,138 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23929513,34.04799152,44.09912109375,192 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23930547,34.04800005,45.599609375,192 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23931651,34.0480036,46.6805419921875,192 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23930367,34.04800646,49.7987060546875,192 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.2395404,34.0482224,46.39999771118164,141 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23929278,34.04800843,49.7310791015625,192 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23928138,34.04800473,52.1964111328125,192 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23927053,34.0479888,51.62701416015625,138 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23926095,34.04798111,52.23358154296875,138 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23925026,34.04796768,53.56658935546875,138 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23924542,34.04795314,53.84503173828125,192 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23923659,34.04794273,52.7255859375,192 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23921463,34.04793948,51.4788818359375,192 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23920162,34.04794146,50.56207275390625,192 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23918868,34.04794293,49.96380615234375,192 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23917646,34.04794429,49.6729736328125,192 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23916514,34.04794628,49.13714599609375,192 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23915351,34.04794809,48.7396240234375,192 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.2395099,34.0482764,46.29999923706055,131 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23914227,34.04794851,48.48846435546875,192 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23912308,34.04794979,48.14996337890625,138 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23910808,34.04795727,47.8507080078125,138 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23911135,34.04796647,47.88739013671875,138 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23911875,34.04798055,45.86322021484375,138 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23913214,34.04798627,45.41290283203125,138 S Central Ave, Los Angeles, CA 90012, USA
150,576921516,-118.23914156,34.04799698,45.0091552734375,138 S Central Ave, Los Angeles, CA 90012, USA
40,576921516,-118.2391451,34.04800794,44.30615234375,138 S Central Ave, Los Angeles, CA 90012, USA
40,576921516,-118.23914575,34.0480184,44.25018310546875,138 S Central Ave, Los Angeles, CA 90012, USA
40,576921516,-118.2391445,34.04803128,43.9146728515625,138 S Central Ave, Los Angeles, CA 90012, USA
40,576921516,-118.2393077,34.0480911,45.69999694824219,191 S Central Ave, Los Angeles, CA 90012, USA
40,576921516,-118.23914386,34.04804304,43.81109619140625,138 S Central Ave, Los Angeles, CA 90012, USA
40,576921516,-118.23914497,34.04805402,43.7440185546875,138 S Central Ave, Los Angeles, CA 90012, USA
30,576921516,-118.2391417,34.0480662,43.12890625,138 S Central Ave, Los Angeles, CA 90012, USA
27,576921516,-118.23914838,34.04807631,43.35430908203125,138 S Central Ave, Los Angeles, CA 90012, USA
27,576921516,-118.23914081,34.04808921,43.80535888671875,138 S Central Ave, Los Angeles, CA 90012, USA
27,576921516,-118.2395212,34.0482538,46.39999771118164,131 S Central Ave, Los Angeles, CA 90012, USA
270,576921516,-118.23915185,34.04808907,45.537109375,138 S Central Ave, Los Angeles, CA 90012, USA
243,576921516,-118.23915819,34.0480779,45.73931884765625,138 S Central Ave, Los Angeles, CA 90012, USA
54,576921516,-118.23916215,34.04806852,45.52850341796875,138 S Central Ave, Los Angeles, CA 90012, USA
54,576921516,-118.2393562,34.048089,45.5,191 S Central Ave, Los Angeles, CA 90012, USA
54,576921516,-118.23916551,34.04805874,45.72052001953125,138 S Central Ave, Los Angeles, CA 90012, USA
60,576921516,-118.23917102,34.04804946,45.765625,138 S Central Ave, Los Angeles, CA 90012, USA
60,576921516,-118.23917681,34.04804118,46.113037109375,138 S Central Ave, Los Angeles, CA 90012, USA
60,576921516,-118.23918244,34.04802762,46.480712890625,138 S Central Ave, Los Angeles, CA 90012, USA
60,576921516,-118.23918768,34.04801907,47.0921630859375,138 S Central Ave, Los Angeles, CA 90012, USA
54,576921516,-118.23920874,34.04801421,47.51312255859375,138 S Central Ave, Los Angeles, CA 90012, USA
54,576921516,-118.23922633,34.04801213,45.88458251953125,138 S Central Ave, Los Angeles, CA 90012, USA
54,576921516,-118.23924052,34.04801218,45.4044189453125,138 S Central Ave, Los Angeles, CA 90012, USA
60,576921516,-118.23925078,34.04802344,44.53472900390625,138 S Central Ave, Los Angeles, CA 90012, USA
60,576921516,-118.23926386,34.04803629,41.9676513671875,191 S Central Ave, Los Angeles, CA 90012, USA
54,576921516,-118.2392795,34.04804267,43.82061767578125,191 S Central Ave, Los Angeles, CA 90012, USA
54,576921516,-118.239278,34.0480441,45.5,191 S Central Ave, Los Angeles, CA 90012, USA
54,576921516,-118.23928654,34.0480344,44.14044189453125,191 S Central Ave, Los Angeles, CA 90012, USA
54,576921516,-118.23929301,34.04802461,43.40728759765625,192 S Central Ave, Los Angeles, CA 90012, USA
60,576921516,-118.2392996,34.04801663,44.38690185546875,192 S Central Ave, Los Angeles, CA 90012, USA
60,576921516,-118.23929583,34.04799993,44.408935546875,192 S Central Ave, Los Angeles, CA 90012, USA
60,576921516,-118.23929419,34.04799052,44.6683349609375,192 S Central Ave, Los Angeles, CA 90012, USA
60,576921516,-118.2392859,34.04796813,44.72283935546875,138 S Central Ave, Los Angeles, CA 90012, USA
54,576921516,-118.23926376,34.0479489,44.52435302734375,192 S Central Ave, Los Angeles, CA 90012, USA
54,576921516,-118.23925533,34.04787896,48.63824462890625,144 S Central Ave, Los Angeles, CA 90012, USA
54,576921516,-118.23921545,34.04789355,47.72222900390625,144 S Central Ave, Los Angeles, CA 90012, USA
60,576921516,-118.2391459,34.0479945,45.39999771118164,138 S Central Ave, Los Angeles, CA 90012, USA
60,576921516,-118.23920162,34.04789526,46.7940673828125,144 S Central Ave, Los Angeles, CA 90012, USA
60,576921516,-118.23919488,34.04788645,44.8038330078125,144 S Central Ave, Los Angeles, CA 90012, USA
54,576921516,-118.23917918,34.04788259,43.57476806640625,144 S Central Ave, Los Angeles, CA 90012, USA
54,576921516,-118.2391387,34.0480015,45.5,138 S Central Ave, Los Angeles, CA 90012, USA